chrom	start	end	group.a	group.b	estimated.identity
CHM13#0#chr20	855001	860000	HG01167#2#CM094551.1:896044-901034	NA19682#2#CM094170.1:855160-860150	1
CHM13#0#chr20	870001	875000	NA19682#1#CM094160.1:869823-874822	NA19682#2#CM094170.1:870394-875393	1
CHM13#0#chr20	875001	880000	NA19682#1#CM094160.1:874823-879822	NA19682#2#CM094170.1:875394-880393	1
CHM13#0#chr20	885001	890000	HG01167#1#CM094537.1:883009-888005	NA19682#2#CM094170.1:885398-890394	1
CHM13#0#chr20	885001	890000	HG01167#2#CM094551.1:925591-930587	NA19682#2#CM094170.1:885398-890394	1
CHM13#0#chr20	885001	890000	NA19682#1#CM094160.1:884825-889821	NA19682#2#CM094170.1:885398-890394	1
CHM13#0#chr20	885001	890000	HG01167#1#CM094537.1:883009-888005	HG01167#2#CM094551.1:925591-930587	1
CHM13#0#chr20	885001	890000	HG01167#1#CM094537.1:883009-888005	NA19682#1#CM094160.1:884825-889821	1
CHM13#0#chr20	885001	890000	HG01167#2#CM094551.1:925591-930587	NA19682#1#CM094160.1:884825-889821	1
CHM13#0#chr20	890001	895000	HG01167#1#CM094537.1:888006-893008	HG01167#2#CM094551.1:930588-935590	1
CHM13#0#chr20	890001	895000	HG01167#1#CM094537.1:888006-893008	NA19682#1#CM094160.1:889822-894824	1
CHM13#0#chr20	890001	895000	HG01167#2#CM094551.1:930588-935590	NA19682#1#CM094160.1:889822-894824	1
CHM13#0#chr20	895001	900000	HG01167#1#CM094537.1:893009-898011	NA19682#1#CM094160.1:894825-899827	1
CHM13#0#chr20	905001	910000	HG01167#1#CM094537.1:903008-908007	NA19682#2#CM094170.1:905395-910394	1
CHM13#0#chr20	905001	910000	HG01167#2#CM094551.1:945590-950589	NA19682#2#CM094170.1:905395-910394	1
CHM13#0#chr20	905001	910000	HG01167#1#CM094537.1:903008-908007	HG01167#2#CM094551.1:945590-950589	1
CHM13#0#chr20	915001	920000	HG01167#1#CM094537.1:913006-918005	NA19682#2#CM094170.1:915391-920390	1
CHM13#0#chr20	915001	920000	HG01167#2#CM094551.1:955590-960589	NA19682#2#CM094170.1:915391-920390	1
CHM13#0#chr20	915001	920000	HG01167#1#CM094537.1:913006-918005	HG01167#2#CM094551.1:955590-960589	1
CHM13#0#chr20	920001	925000	HG01167#1#CM094537.1:918006-923005	NA19682#2#CM094170.1:920391-925390	1
CHM13#0#chr20	920001	925000	HG01167#2#CM094551.1:960590-965589	NA19682#2#CM094170.1:920391-925390	1
CHM13#0#chr20	920001	925000	HG01167#1#CM094537.1:918006-923005	HG01167#2#CM094551.1:960590-965589	1
CHM13#0#chr20	930001	935000	HG01167#1#CM094537.1:928006-933005	HG01167#2#CM094551.1:970590-975589	1
CHM13#0#chr20	935001	940000	HG01167#1#CM094537.1:933006-938005	NA19682#2#CM094170.1:935392-940391	1
CHM13#0#chr20	935001	940000	HG01167#2#CM094551.1:975590-980589	NA19682#2#CM094170.1:935392-940391	1
CHM13#0#chr20	935001	940000	HG01167#1#CM094537.1:933006-938005	HG01167#2#CM094551.1:975590-980589	1
CHM13#0#chr20	950001	955000	HG01167#1#CM094537.1:948006-953005	NA19682#2#CM094170.1:950392-955391	1
CHM13#0#chr20	950001	955000	HG01167#2#CM094551.1:990589-995588	NA19682#2#CM094170.1:950392-955391	1
CHM13#0#chr20	950001	955000	NA19682#1#CM094160.1:949827-954826	NA19682#2#CM094170.1:950392-955391	1
CHM13#0#chr20	950001	955000	HG01167#1#CM094537.1:948006-953005	HG01167#2#CM094551.1:990589-995588	1
CHM13#0#chr20	950001	955000	HG01167#1#CM094537.1:948006-953005	NA19682#1#CM094160.1:949827-954826	1
CHM13#0#chr20	950001	955000	HG01167#2#CM094551.1:990589-995588	NA19682#1#CM094160.1:949827-954826	1
CHM13#0#chr20	955001	960000	HG01167#1#CM094537.1:953006-958025	NA19682#2#CM094170.1:955392-960411	1
CHM13#0#chr20	970001	975000	HG01167#2#CM094551.1:1010589-1015588	NA19682#2#CM094170.1:970415-975414	1
CHM13#0#chr20	970001	975000	NA19682#1#CM094160.1:969850-974849	NA19682#2#CM094170.1:970415-975414	1
CHM13#0#chr20	970001	975000	HG01167#2#CM094551.1:1010589-1015588	NA19682#1#CM094160.1:969850-974849	1
CHM13#0#chr20	975001	980000	NA19682#1#CM094160.1:974850-979850	NA19682#2#CM094170.1:975415-980415	1
CHM13#0#chr20	980001	985000	HG01167#2#CM094551.1:1020590-1025589	NA19682#2#CM094170.1:980416-985415	1
CHM13#0#chr20	985001	990000	HG01167#1#CM094537.1:983028-988027	HG01167#2#CM094551.1:1025590-1030589	1
CHM13#0#chr20	1000001	1005000	HG01167#1#CM094537.1:998135-1003137	NA19682#1#CM094160.1:999942-1004944	1
CHM13#0#chr20	1010001	1015000	HG01167#1#CM094537.1:1008138-1013139	NA19682#2#CM094170.1:1010415-1015416	1
CHM13#0#chr20	1010001	1015000	HG01167#2#CM094551.1:1050590-1055591	NA19682#2#CM094170.1:1010415-1015416	1
CHM13#0#chr20	1010001	1015000	HG01167#1#CM094537.1:1008138-1013139	HG01167#2#CM094551.1:1050590-1055591	1
CHM13#0#chr20	1025001	1030000	HG01167#1#CM094537.1:1023140-1028139	HG01167#2#CM094551.1:1065584-1070583	1
CHM13#0#chr20	1030001	1035000	HG01167#1#CM094537.1:1028140-1033143	HG01167#2#CM094551.1:1070584-1075587	1
CHM13#0#chr20	1035001	1040000	HG01167#1#CM094537.1:1033144-1038147	HG01167#2#CM094551.1:1075588-1080591	1
CHM13#0#chr20	1040001	1045000	HG01167#1#CM094537.1:1038148-1043146	HG01167#2#CM094551.1:1080592-1085590	1
CHM13#0#chr20	1045001	1050000	HG01167#1#CM094537.1:1043147-1048146	NA19682#2#CM094170.1:1045413-1050412	1
CHM13#0#chr20	1045001	1050000	HG01167#2#CM094551.1:1085591-1090590	NA19682#2#CM094170.1:1045413-1050412	1
CHM13#0#chr20	1045001	1050000	HG01167#1#CM094537.1:1043147-1048146	HG01167#2#CM094551.1:1085591-1090590	1
CHM13#0#chr20	1055001	1060000	HG01167#1#CM094537.1:1053148-1058146	NA19682#1#CM094160.1:1054900-1059898	1
CHM13#0#chr20	1060001	1065000	HG01167#1#CM094537.1:1058147-1063146	NA19682#1#CM094160.1:1059899-1064898	1
CHM13#0#chr20	1065001	1070000	HG01167#1#CM094537.1:1063147-1068146	NA19682#2#CM094170.1:1065417-1070416	1
CHM13#0#chr20	1070001	1075000	HG01167#1#CM094537.1:1068147-1073146	NA19682#2#CM094170.1:1070417-1075416	1
CHM13#0#chr20	1070001	1075000	NA19682#1#CM094160.1:1069899-1074898	NA19682#2#CM094170.1:1070417-1075416	1
CHM13#0#chr20	1070001	1075000	HG01167#1#CM094537.1:1068147-1073146	NA19682#1#CM094160.1:1069899-1074898	1
CHM13#0#chr20	1075001	1080000	NA19682#1#CM094160.1:1074899-1079898	NA19682#2#CM094170.1:1075417-1080416	1
CHM13#0#chr20	1080001	1085000	NA19682#1#CM094160.1:1079899-1084898	NA19682#2#CM094170.1:1080417-1085416	1
CHM13#0#chr20	1100001	1105000	HG01167#1#CM094537.1:1098149-1103148	NA19682#2#CM094170.1:1100418-1105417	1
CHM13#0#chr20	1105001	1110000	HG01167#2#CM094551.1:1145603-1150602	NA19682#2#CM094170.1:1105418-1110417	1
CHM13#0#chr20	1120001	1125000	HG01167#2#CM094551.1:1160603-1165602	NA19682#2#CM094170.1:1120418-1125417	1
CHM13#0#chr20	1120001	1125000	HG01167#1#CM094537.1:1118176-1123175	NA19682#1#CM094160.1:1119901-1124900	1
CHM13#0#chr20	1125001	1130000	HG01167#2#CM094551.1:1165603-1170602	NA19682#2#CM094170.1:1125418-1130417	1
CHM13#0#chr20	1125001	1130000	HG01167#1#CM094537.1:1123176-1128175	NA19682#1#CM094160.1:1124901-1129900	1
CHM13#0#chr20	1130001	1135000	HG01167#2#CM094551.1:1170603-1175602	NA19682#2#CM094170.1:1130418-1135417	1
CHM13#0#chr20	1135001	1140000	HG01167#2#CM094551.1:1175603-1180602	NA19682#2#CM094170.1:1135418-1140417	1
CHM13#0#chr20	1140001	1145000	NA19682#1#CM094160.1:1139900-1144899	NA19682#2#CM094170.1:1140418-1145417	1
CHM13#0#chr20	1145001	1150000	HG01167#2#CM094551.1:1185603-1190602	NA19682#2#CM094170.1:1145418-1150417	1
CHM13#0#chr20	1145001	1150000	NA19682#1#CM094160.1:1144900-1149899	NA19682#2#CM094170.1:1145418-1150417	1
CHM13#0#chr20	1145001	1150000	HG01167#2#CM094551.1:1185603-1190602	NA19682#1#CM094160.1:1144900-1149899	1
CHM13#0#chr20	1150001	1155000	NA19682#1#CM094160.1:1149900-1154900	NA19682#2#CM094170.1:1150418-1155418	1
CHM13#0#chr20	1165001	1170000	HG01167#2#CM094551.1:1205603-1210602	NA19682#2#CM094170.1:1165332-1170331	1
CHM13#0#chr20	1170001	1175000	HG01167#2#CM094551.1:1210603-1215602	NA19682#2#CM094170.1:1170332-1175331	1
CHM13#0#chr20	1170001	1175000	NA19682#1#CM094160.1:1169822-1174821	NA19682#2#CM094170.1:1170332-1175331	1
CHM13#0#chr20	1170001	1175000	HG01167#2#CM094551.1:1210603-1215602	NA19682#1#CM094160.1:1169822-1174821	1
CHM13#0#chr20	1175001	1180000	HG01167#2#CM094551.1:1215603-1220602	NA19682#2#CM094170.1:1175332-1180331	1
CHM13#0#chr20	1175001	1180000	NA19682#1#CM094160.1:1174822-1179821	NA19682#2#CM094170.1:1175332-1180331	1
CHM13#0#chr20	1175001	1180000	HG01167#2#CM094551.1:1215603-1220602	NA19682#1#CM094160.1:1174822-1179821	1
CHM13#0#chr20	1195001	1200000	HG01167#2#CM094551.1:1235600-1240599	NA19682#1#CM094160.1:1194821-1199820	1
