chrom	start	end	group.a	group.b	estimated.identity
CHM13#0#chr12	15050000	15059999	HG00097#1#CM094068.1:15212385-15222387	HG00126#1#CM090116.1:15210161-15220169	0.9989006
CHM13#0#chr12	15050000	15059999	HG00097#2#CM094083.1:15251582-15261576	HG00126#1#CM090116.1:15210161-15220169	0.9987001
CHM13#0#chr12	15050000	15059999	HG00099#2#CM087367.1:15108803-15118797	HG00126#1#CM090116.1:15210161-15220169	0.9984002
CHM13#0#chr12	15050000	15059999	HG00126#1#CM090116.1:15210161-15220169	HG00126#2#CM090130.1:15117150-15127142	0.9983
CHM13#0#chr12	15050000	15059999	HG00097#1#CM094068.1:15212385-15222387	HG00099#1#CM087323.1:15073749-15083755	0.9990004
CHM13#0#chr12	15050000	15059999	HG00097#2#CM094083.1:15251582-15261576	HG00099#1#CM087323.1:15073749-15083755	0.9988
CHM13#0#chr12	15050000	15059999	HG00099#1#CM087323.1:15073749-15083755	HG00099#2#CM087367.1:15108803-15118797	0.9985
CHM13#0#chr12	15050000	15059999	HG00099#1#CM087323.1:15073749-15083755	HG00126#2#CM090130.1:15117150-15127142	0.9983999
CHM13#0#chr12	15050000	15059999	HG00097#1#CM094068.1:15212385-15222387	HG00097#2#CM094083.1:15251582-15261576	0.9995999
CHM13#0#chr12	15050000	15059999	HG00097#1#CM094068.1:15212385-15222387	HG00099#2#CM087367.1:15108803-15118797	0.9985997
CHM13#0#chr12	15050000	15059999	HG00097#1#CM094068.1:15212385-15222387	HG00126#2#CM090130.1:15117150-15127142	0.9984996
CHM13#0#chr12	15050000	15059999	HG00097#2#CM094083.1:15251582-15261576	HG00099#2#CM087367.1:15108803-15118797	0.9985992
CHM13#0#chr12	15050000	15059999	HG00097#2#CM094083.1:15251582-15261576	HG00126#2#CM090130.1:15117150-15127142	0.9986991
CHM13#0#chr12	15050000	15059999	HG00099#2#CM087367.1:15108803-15118797	HG00126#2#CM090130.1:15117150-15127142	0.9998999
CHM13#0#chr12	15060000	15069999	HG00097#2#CM094083.1:15261577-15271575	HG00099#1#CM087323.1:15083756-15093754	0.9996999
CHM13#0#chr12	15060000	15069999	HG00097#1#CM094068.1:15222388-15232386	HG00097#2#CM094083.1:15261577-15271575	0.9998
CHM13#0#chr12	15060000	15069999	HG00097#2#CM094083.1:15261577-15271575	HG00126#1#CM090116.1:15220170-15230168	0.9998
CHM13#0#chr12	15060000	15069999	HG00097#2#CM094083.1:15261577-15271575	HG00126#2#CM090130.1:15127143-15137140	0.9988497
CHM13#0#chr12	15060000	15069999	HG00097#2#CM094083.1:15261577-15271575	HG00099#2#CM087367.1:15118798-15128795	0.9988497
CHM13#0#chr12	15060000	15069999	HG00097#1#CM094068.1:15222388-15232386	HG00099#1#CM087323.1:15083756-15093754	0.9996999
CHM13#0#chr12	15060000	15069999	HG00099#1#CM087323.1:15083756-15093754	HG00126#1#CM090116.1:15220170-15230168	0.9999
CHM13#0#chr12	15060000	15069999	HG00099#1#CM087323.1:15083756-15093754	HG00126#2#CM090130.1:15127143-15137140	0.9987497
CHM13#0#chr12	15060000	15069999	HG00099#1#CM087323.1:15083756-15093754	HG00099#2#CM087367.1:15118798-15128795	0.9987497
CHM13#0#chr12	15060000	15069999	HG00097#1#CM094068.1:15222388-15232386	HG00126#1#CM090116.1:15220170-15230168	0.9998
CHM13#0#chr12	15060000	15069999	HG00097#1#CM094068.1:15222388-15232386	HG00126#2#CM090130.1:15127143-15137140	0.9988497
CHM13#0#chr12	15060000	15069999	HG00097#1#CM094068.1:15222388-15232386	HG00099#2#CM087367.1:15118798-15128795	0.9988497
CHM13#0#chr12	15060000	15069999	HG00126#1#CM090116.1:15220170-15230168	HG00126#2#CM090130.1:15127143-15137140	0.9988497
CHM13#0#chr12	15060000	15069999	HG00099#2#CM087367.1:15118798-15128795	HG00126#1#CM090116.1:15220170-15230168	0.9988497
CHM13#0#chr12	15060000	15069999	HG00099#2#CM087367.1:15118798-15128795	HG00126#2#CM090130.1:15127143-15137140	1
CHM13#0#chr12	15070000	15079999	HG00097#1#CM094068.1:15232387-15242388	HG00097#2#CM094083.1:15271576-15281569	0.9995999
CHM13#0#chr12	15070000	15079999	HG00097#1#CM094068.1:15232387-15242388	HG00099#1#CM087323.1:15093755-15103748	0.9995999
CHM13#0#chr12	15070000	15079999	HG00097#1#CM094068.1:15232387-15242388	HG00126#1#CM090116.1:15230169-15240154	0.9991994
CHM13#0#chr12	15070000	15079999	HG00097#1#CM094068.1:15232387-15242388	HG00099#2#CM087367.1:15128796-15138771	0.9981979
CHM13#0#chr12	15070000	15079999	HG00097#1#CM094068.1:15232387-15242388	HG00126#2#CM090130.1:15137141-15147114	0.9980975
CHM13#0#chr12	15070000	15079999	HG00097#2#CM094083.1:15271576-15281569	HG00099#1#CM087323.1:15093755-15103748	1
CHM13#0#chr12	15070000	15079999	HG00097#2#CM094083.1:15271576-15281569	HG00126#1#CM090116.1:15230169-15240154	0.9995996
CHM13#0#chr12	15070000	15079999	HG00097#2#CM094083.1:15271576-15281569	HG00099#2#CM087367.1:15128796-15138771	0.9985977
CHM13#0#chr12	15070000	15079999	HG00097#2#CM094083.1:15271576-15281569	HG00126#2#CM090130.1:15137141-15147114	0.9984974
CHM13#0#chr12	15070000	15079999	HG00099#1#CM087323.1:15093755-15103748	HG00126#1#CM090116.1:15230169-15240154	0.9995996
CHM13#0#chr12	15070000	15079999	HG00099#1#CM087323.1:15093755-15103748	HG00099#2#CM087367.1:15128796-15138771	0.9985977
CHM13#0#chr12	15070000	15079999	HG00099#1#CM087323.1:15093755-15103748	HG00126#2#CM090130.1:15137141-15147114	0.9984974
CHM13#0#chr12	15070000	15079999	HG00099#2#CM087367.1:15128796-15138771	HG00126#1#CM090116.1:15230169-15240154	0.998998
CHM13#0#chr12	15070000	15079999	HG00126#1#CM090116.1:15230169-15240154	HG00126#2#CM090130.1:15137141-15147114	0.9988977
CHM13#0#chr12	15070000	15079999	HG00099#2#CM087367.1:15128796-15138771	HG00126#2#CM090130.1:15137141-15147114	0.9998997
CHM13#0#chr12	15080000	15089999	HG00097#1#CM094068.1:15242389-15252409	HG00097#2#CM094083.1:15281570-15291583	0.9994509
CHM13#0#chr12	15080000	15089999	HG00097#1#CM094068.1:15242389-15252409	HG00126#2#CM090130.1:15147115-15157116	0.997153
CHM13#0#chr12	15080000	15089999	HG00097#1#CM094068.1:15242389-15252409	HG00126#1#CM090116.1:15240155-15250154	0.9973525
CHM13#0#chr12	15080000	15089999	HG00097#1#CM094068.1:15242389-15252409	HG00099#2#CM087367.1:15138772-15148767	0.997352
CHM13#0#chr12	15080000	15089999	HG00097#1#CM094068.1:15242389-15252409	HG00099#1#CM087323.1:15103749-15113744	0.997352
CHM13#0#chr12	15080000	15089999	HG00097#2#CM094083.1:15281570-15291583	HG00126#2#CM090130.1:15147115-15157116	0.9973019
CHM13#0#chr12	15080000	15089999	HG00097#2#CM094083.1:15281570-15291583	HG00126#1#CM090116.1:15240155-15250154	0.9975016
CHM13#0#chr12	15080000	15089999	HG00097#2#CM094083.1:15281570-15291583	HG00099#2#CM087367.1:15138772-15148767	0.997501
CHM13#0#chr12	15080000	15089999	HG00097#2#CM094083.1:15281570-15291583	HG00099#1#CM087323.1:15103749-15113744	0.997501
CHM13#0#chr12	15080000	15089999	HG00126#1#CM090116.1:15240155-15250154	HG00126#2#CM090130.1:15147115-15157116	0.9998
CHM13#0#chr12	15080000	15089999	HG00099#2#CM087367.1:15138772-15148767	HG00126#2#CM090130.1:15147115-15157116	0.9995999
CHM13#0#chr12	15080000	15089999	HG00099#1#CM087323.1:15103749-15113744	HG00126#2#CM090130.1:15147115-15157116	0.9995999
CHM13#0#chr12	15080000	15089999	HG00099#2#CM087367.1:15138772-15148767	HG00126#1#CM090116.1:15240155-15250154	0.9997999
CHM13#0#chr12	15080000	15089999	HG00099#1#CM087323.1:15103749-15113744	HG00126#1#CM090116.1:15240155-15250154	0.9997999
CHM13#0#chr12	15080000	15089999	HG00099#1#CM087323.1:15103749-15113744	HG00099#2#CM087367.1:15138772-15148767	1
CHM13#0#chr12	15090000	15099999	HG00099#2#CM087367.1:15148768-15158767	HG00126#2#CM090130.1:15157117-15167114	0.9998
CHM13#0#chr12	15090000	15099999	HG00099#1#CM087323.1:15113745-15123742	HG00099#2#CM087367.1:15148768-15158767	0.9995999
CHM13#0#chr12	15090000	15099999	HG00099#2#CM087367.1:15148768-15158767	HG00126#1#CM090116.1:15250155-15260150	0.9994999
CHM13#0#chr12	15090000	15099999	HG00097#2#CM094083.1:15291584-15301575	HG00099#2#CM087367.1:15148768-15158767	0.9974988
CHM13#0#chr12	15090000	15099999	HG00097#1#CM094068.1:15252410-15262396	HG00099#2#CM087367.1:15148768-15158767	0.9975481
CHM13#0#chr12	15090000	15099999	HG00099#1#CM087323.1:15113745-15123742	HG00126#2#CM090130.1:15157117-15167114	0.9997999
CHM13#0#chr12	15090000	15099999	HG00126#1#CM090116.1:15250155-15260150	HG00126#2#CM090130.1:15157117-15167114	0.9996999
CHM13#0#chr12	15090000	15099999	HG00097#2#CM094083.1:15291584-15301575	HG00126#2#CM090130.1:15157117-15167114	0.9976986
CHM13#0#chr12	15090000	15099999	HG00097#1#CM094068.1:15252410-15262396	HG00126#2#CM090130.1:15157117-15167114	0.9977481
CHM13#0#chr12	15090000	15099999	HG00099#1#CM087323.1:15113745-15123742	HG00126#1#CM090116.1:15250155-15260150	0.9996999
CHM13#0#chr12	15090000	15099999	HG00097#2#CM094083.1:15291584-15301575	HG00099#1#CM087323.1:15113745-15123742	0.9976986
CHM13#0#chr12	15090000	15099999	HG00097#1#CM094068.1:15252410-15262396	HG00099#1#CM087323.1:15113745-15123742	0.9977481
CHM13#0#chr12	15090000	15099999	HG00097#2#CM094083.1:15291584-15301575	HG00126#1#CM090116.1:15250155-15260150	0.9977984
CHM13#0#chr12	15090000	15099999	HG00097#1#CM094068.1:15252410-15262396	HG00126#1#CM090116.1:15250155-15260150	0.9978479
CHM13#0#chr12	15090000	15099999	HG00097#1#CM094068.1:15252410-15262396	HG00097#2#CM094083.1:15291584-15301575	0.9995495
CHM13#0#chr12	15100000	15109999	HG00099#2#CM087367.1:15158768-15168767	HG00126#2#CM090130.1:15167115-15177114	1
CHM13#0#chr12	15100000	15109999	HG00099#1#CM087323.1:15123743-15133742	HG00126#2#CM090130.1:15167115-15177114	1
CHM13#0#chr12	15100000	15109999	HG00097#2#CM094083.1:15301576-15311572	HG00126#2#CM090130.1:15167115-15177114	0.9979495
CHM13#0#chr12	15100000	15109999	HG00097#1#CM094068.1:15262397-15272393	HG00126#2#CM090130.1:15167115-15177114	0.9978495
CHM13#0#chr12	15100000	15109999	HG00126#1#CM090116.1:15260151-15270147	HG00126#2#CM090130.1:15167115-15177114	0.99985
CHM13#0#chr12	15100000	15109999	HG00099#1#CM087323.1:15123743-15133742	HG00099#2#CM087367.1:15158768-15168767	1
CHM13#0#chr12	15100000	15109999	HG00097#2#CM094083.1:15301576-15311572	HG00099#2#CM087367.1:15158768-15168767	0.9979495
CHM13#0#chr12	15100000	15109999	HG00097#1#CM094068.1:15262397-15272393	HG00099#2#CM087367.1:15158768-15168767	0.9978495
CHM13#0#chr12	15100000	15109999	HG00099#2#CM087367.1:15158768-15168767	HG00126#1#CM090116.1:15260151-15270147	0.99985
CHM13#0#chr12	15100000	15109999	HG00097#2#CM094083.1:15301576-15311572	HG00099#1#CM087323.1:15123743-15133742	0.9979495
CHM13#0#chr12	15100000	15109999	HG00097#1#CM094068.1:15262397-15272393	HG00099#1#CM087323.1:15123743-15133742	0.9978495
CHM13#0#chr12	15100000	15109999	HG00099#1#CM087323.1:15123743-15133742	HG00126#1#CM090116.1:15260151-15270147	0.99985
CHM13#0#chr12	15100000	15109999	HG00097#1#CM094068.1:15262397-15272393	HG00097#2#CM094083.1:15301576-15311572	0.9999
CHM13#0#chr12	15100000	15109999	HG00097#2#CM094083.1:15301576-15311572	HG00126#1#CM090116.1:15260151-15270147	0.9977992
CHM13#0#chr12	15100000	15109999	HG00097#1#CM094068.1:15262397-15272393	HG00126#1#CM090116.1:15260151-15270147	0.997699
CHM13#0#chr12	15110000	15119999	HG00097#1#CM094068.1:15272394-15282394	HG00097#2#CM094083.1:15311573-15321573	1
CHM13#0#chr12	15110000	15119999	HG00097#2#CM094083.1:15311573-15321573	HG00099#2#CM087367.1:15168768-15178767	0.9985499
CHM13#0#chr12	15110000	15119999	HG00097#2#CM094083.1:15311573-15321573	HG00099#1#CM087323.1:15133743-15143742	0.9985499
CHM13#0#chr12	15110000	15119999	HG00097#2#CM094083.1:15311573-15321573	HG00126#2#CM090130.1:15177115-15187113	0.9984998
CHM13#0#chr12	15110000	15119999	HG00097#2#CM094083.1:15311573-15321573	HG00126#1#CM090116.1:15270148-15280146	0.9984998
CHM13#0#chr12	15110000	15119999	HG00097#1#CM094068.1:15272394-15282394	HG00099#2#CM087367.1:15168768-15178767	0.9985499
CHM13#0#chr12	15110000	15119999	HG00097#1#CM094068.1:15272394-15282394	HG00099#1#CM087323.1:15133743-15143742	0.9985499
CHM13#0#chr12	15110000	15119999	HG00097#1#CM094068.1:15272394-15282394	HG00126#2#CM090130.1:15177115-15187113	0.9984998
CHM13#0#chr12	15110000	15119999	HG00097#1#CM094068.1:15272394-15282394	HG00126#1#CM090116.1:15270148-15280146	0.9984998
CHM13#0#chr12	15110000	15119999	HG00099#1#CM087323.1:15133743-15143742	HG00099#2#CM087367.1:15168768-15178767	1
CHM13#0#chr12	15110000	15119999	HG00099#2#CM087367.1:15168768-15178767	HG00126#2#CM090130.1:15177115-15187113	0.99995
CHM13#0#chr12	15110000	15119999	HG00099#2#CM087367.1:15168768-15178767	HG00126#1#CM090116.1:15270148-15280146	0.99995
CHM13#0#chr12	15110000	15119999	HG00099#1#CM087323.1:15133743-15143742	HG00126#2#CM090130.1:15177115-15187113	0.99995
CHM13#0#chr12	15110000	15119999	HG00099#1#CM087323.1:15133743-15143742	HG00126#1#CM090116.1:15270148-15280146	0.99995
CHM13#0#chr12	15110000	15119999	HG00126#1#CM090116.1:15270148-15280146	HG00126#2#CM090130.1:15177115-15187113	1
CHM13#0#chr12	15120000	15129999	HG00099#2#CM087367.1:15178768-15188767	HG00126#2#CM090130.1:15187114-15197113	1
CHM13#0#chr12	15120000	15129999	HG00099#1#CM087323.1:15143743-15153742	HG00126#2#CM090130.1:15187114-15197113	1
CHM13#0#chr12	15120000	15129999	HG00126#1#CM090116.1:15280147-15290145	HG00126#2#CM090130.1:15187114-15197113	0.99985
CHM13#0#chr12	15120000	15129999	HG00097#2#CM094083.1:15321574-15331571	HG00126#2#CM090130.1:15187114-15197113	0.9993998
CHM13#0#chr12	15120000	15129999	HG00097#1#CM094068.1:15282395-15292387	HG00126#2#CM090130.1:15187114-15197113	0.9992497
CHM13#0#chr12	15120000	15129999	HG00099#1#CM087323.1:15143743-15153742	HG00099#2#CM087367.1:15178768-15188767	1
CHM13#0#chr12	15120000	15129999	HG00099#2#CM087367.1:15178768-15188767	HG00126#1#CM090116.1:15280147-15290145	0.99985
CHM13#0#chr12	15120000	15129999	HG00097#2#CM094083.1:15321574-15331571	HG00099#2#CM087367.1:15178768-15188767	0.9993998
CHM13#0#chr12	15120000	15129999	HG00097#1#CM094068.1:15282395-15292387	HG00099#2#CM087367.1:15178768-15188767	0.9992497
CHM13#0#chr12	15120000	15129999	HG00099#1#CM087323.1:15143743-15153742	HG00126#1#CM090116.1:15280147-15290145	0.99985
CHM13#0#chr12	15120000	15129999	HG00097#2#CM094083.1:15321574-15331571	HG00099#1#CM087323.1:15143743-15153742	0.9993998
CHM13#0#chr12	15120000	15129999	HG00097#1#CM094068.1:15282395-15292387	HG00099#1#CM087323.1:15143743-15153742	0.9992497
CHM13#0#chr12	15120000	15129999	HG00097#2#CM094083.1:15321574-15331571	HG00126#1#CM090116.1:15280147-15290145	0.9993498
CHM13#0#chr12	15120000	15129999	HG00097#1#CM094068.1:15282395-15292387	HG00126#1#CM090116.1:15280147-15290145	0.9991996
CHM13#0#chr12	15120000	15129999	HG00097#1#CM094068.1:15282395-15292387	HG00097#2#CM094083.1:15321574-15331571	0.9996498
CHM13#0#chr12	15130000	15139999	HG00097#2#CM094083.1:15331572-15341573	HG00099#2#CM087367.1:15188768-15198769	0.9985002
CHM13#0#chr12	15130000	15139999	HG00097#1#CM094068.1:15292388-15302389	HG00097#2#CM094083.1:15331572-15341573	1
CHM13#0#chr12	15130000	15139999	HG00097#2#CM094083.1:15331572-15341573	HG00126#1#CM090116.1:15290146-15300147	0.9985002
CHM13#0#chr12	15130000	15139999	HG00097#2#CM094083.1:15331572-15341573	HG00126#2#CM090130.1:15197114-15207113	0.9984
CHM13#0#chr12	15130000	15139999	HG00097#2#CM094083.1:15331572-15341573	HG00099#1#CM087323.1:15153743-15163738	0.9981996
CHM13#0#chr12	15130000	15139999	HG00097#1#CM094068.1:15292388-15302389	HG00099#2#CM087367.1:15188768-15198769	0.9985002
CHM13#0#chr12	15130000	15139999	HG00099#2#CM087367.1:15188768-15198769	HG00126#1#CM090116.1:15290146-15300147	1
CHM13#0#chr12	15130000	15139999	HG00099#2#CM087367.1:15188768-15198769	HG00126#2#CM090130.1:15197114-15207113	0.9999
CHM13#0#chr12	15130000	15139999	HG00099#1#CM087323.1:15153743-15163738	HG00099#2#CM087367.1:15188768-15198769	0.9996999
